chr10:100143465|100144824	hsa_circ_0092377
chr4:48636307|48712715	hsa_circ_0126559
chr4:48686689|48686812	hsa_circ_0069704
chr4:48686689|48689177	hsa_circ_0004669
chr4:48686689|48712715	hsa_circ_0002021
chr4:48686689|48729508	hsa_circ_0126560
chr4:48712535|48712715	hsa_circ_0069706
chr4:48834500|48834623	hsa_circ_0126561
chr4:48834636|48835498	hsa_circ_0069708
chr4:48834636|48844706	hsa_circ_0069709
chr4:48834636|48852099	hsa_circ_0069710
chr4:48835417|48859382	hsa_circ_0001409
chr4:48844652|48859382	hsa_circ_0126562
chr4:48850415|48859382	hsa_circ_0126563
chr4:48853822|48859382	hsa_circ_0126564
chr4:48853822|48862829	hsa_circ_0126565
chr4:499506|500655	hsa_circ_0126566
chr4:499506|501382	hsa_circ_0068789
chr4:501193|510265	hsa_circ_0126567
chr4:5045314|5050680	hsa_circ_0126568
chr4:5141631|5170177	hsa_circ_0004536
chr4:517247|527770	hsa_circ_0068793
chr4:52714370|52744020	hsa_circ_0126569
chr4:52714370|52752804	hsa_circ_0126570
chr4:52714370|52765544	hsa_circ_0126571
chr4:52726708|52744020	hsa_circ_0126572
chr4:52726708|52752804	hsa_circ_0126573
chr4:52726708|52758017	hsa_circ_0126574
chr4:52726708|52765544	hsa_circ_0126575
chr4:52729602|52729875	hsa_circ_0069715
chr4:52729602|52740551	hsa_circ_0069716
chr4:52729602|52744020	hsa_circ_0001410
chr4:52729602|52752804	hsa_circ_0007928
chr4:52729602|52753410	hsa_circ_0069717
chr4:52729602|52758017	hsa_circ_0007646
chr4:52729602|52765544	hsa_circ_0069718
chr4:52729602|52777340	hsa_circ_0126576
chr4:52729602|52780244	hsa_circ_0126577
chr4:52729602|52780701	hsa_circ_0126578
chr4:52740436|52752804	hsa_circ_0126579
chr4:52740436|52758017	hsa_circ_0126580
chr4:52740436|52765544	hsa_circ_0126581
chr4:52740436|52780244	hsa_circ_0126582
chr4:52765435|52780244	hsa_circ_0126583
chr4:52889960|52890143	hsa_circ_0126584
chr4:52938082|52945059	hsa_circ_0069723
chr4:5332946|5418661	hsa_circ_0069047
chr4:53462609|53462910	hsa_circ_0126586
chr4:53463706|53497311	hsa_circ_0126587
chr4:53468022|53476783	hsa_circ_0069724
chr4:53476706|53497311	hsa_circ_0126588
chr4:53492184|53497311	hsa_circ_0069725
chr4:53494116|53494330	hsa_circ_0069726
chr4:53494116|53497311	hsa_circ_0126589
chr4:54011499|54011749	hsa_circ_0002000
chr4:54011499|54023686	hsa_circ_0002527
chr4:54011499|54073229	hsa_circ_0126590
chr4:54139992|54140168	hsa_circ_0069734
chr4:54139992|54218933	hsa_circ_0069735
chr4:54179802|54218933	hsa_circ_0069736
chr4:54248444|54250043	hsa_circ_0069738
chr4:54248444|54266006	hsa_circ_0126593
chr4:54249939|54256040	hsa_circ_0001411
chr4:54249939|54257306	hsa_circ_0126594
chr4:54249939|54257665	hsa_circ_0126595
chr4:54249939|54266006	hsa_circ_0006805
chr4:54249939|54294350	hsa_circ_0069740
chr4:54249939|54310270	hsa_circ_0002477
chr4:54249939|54319300	hsa_circ_0069741
chr4:54255975|54280889	hsa_circ_0126596
chr4:54255975|54310270	hsa_circ_0069742
chr4:54265896|54266006	hsa_circ_0069746
chr4:54265896|54294350	hsa_circ_0005912
chr4:54265896|54310270	hsa_circ_0069747
chr4:54280781|54294350	hsa_circ_0007476
chr4:54280781|54310270	hsa_circ_0001412
chr4:54280781|54319300	hsa_circ_0126598
chr4:54292038|54294350	hsa_circ_0069748
chr4:54292038|54294357	hsa_circ_0126599
chr4:54292038|54310270	hsa_circ_0001413
chr4:54292038|54319300	hsa_circ_0126600
chr4:54294193|54310270	hsa_circ_0069750
chr4:54306748|54310270	hsa_circ_0069751
chr4:54308819|54310270	hsa_circ_0069752
chr4:54342919|54348021	hsa_circ_0126602
chr4:54362189|54374394	hsa_circ_0126604
chr4:54373483|54374394	hsa_circ_0126605
chr4:54439789|54440255	hsa_circ_0069753
chr4:5448399|5469797	hsa_circ_0126606
chr4:5458533|5469797	hsa_circ_0126608
chr4:54720051|54811164	hsa_circ_0126610
chr4:54876232|54880286	hsa_circ_0126612
chr4:5500671|5501100	hsa_circ_0126613
chr4:55146482|55156721	hsa_circ_0069760
chr4:55151537|55156721	hsa_circ_0069761
chr4:55561677|55575705	hsa_circ_0069763
chr4:55561677|55603446	hsa_circ_0126616
chr4:55564449|55565932	hsa_circ_0126617
chr4:5566984|5586577	hsa_circ_0006875
chr4:5586349|5667376	hsa_circ_0069050
chr4:55984770|55987357	hsa_circ_0069771
chr4:5617148|5667376	hsa_circ_0069051
chr4:5620204|5620409	hsa_circ_0069052
chr4:56225512|56230438	hsa_circ_0004754
chr4:56269402|56278006	hsa_circ_0126619
chr4:56269402|56284152	hsa_circ_0126620
chr4:5627475|5667376	hsa_circ_0069053
chr4:56277780|56278006	hsa_circ_0069775
chr4:56277780|56284152	hsa_circ_0001414
chr4:56277780|56284331	hsa_circ_0126621
chr4:56277780|56290810	hsa_circ_0069776
chr4:56283238|56284152	hsa_circ_0069778
chr4:56283238|56290810	hsa_circ_0069779
chr4:56290704|56290810	hsa_circ_0069781
chr4:56308598|56376232	hsa_circ_0126622
chr4:56314945|56316399	hsa_circ_0126623
chr4:56314945|56322467	hsa_circ_0126624
chr4:56314945|56376232	hsa_circ_0069786
chr4:56315562|56316399	hsa_circ_0069787
chr4:56315562|56329972	hsa_circ_0069788
chr4:56319220|56322467	hsa_circ_0069789
chr4:56319220|56325428	hsa_circ_0126625
chr4:56322063|56322467	hsa_circ_0126626
chr4:5633519|5664973	hsa_circ_0126627
chr4:5633519|5667376	hsa_circ_0069054
chr4:56336883|56348995	hsa_circ_0126628
chr4:56336883|56355632	hsa_circ_0126629
chr4:56336883|56376232	hsa_circ_0069790
chr4:56342129|56345866	hsa_circ_0126630
chr4:56342129|56348995	hsa_circ_0126631
chr4:56342129|56355632	hsa_circ_0069791
chr4:56342129|56376232	hsa_circ_0069792
chr4:56348905|56376232	hsa_circ_0126633
chr4:56352559|56376232	hsa_circ_0126634
chr4:56355540|56376232	hsa_circ_0069795
chr4:56373950|56376232	hsa_circ_0126635
chr4:56376078|56402405	hsa_circ_0126636
chr4:5642240|5667376	hsa_circ_0069055
chr4:56465308|56471516	hsa_circ_0069798
chr4:56465308|56475346	hsa_circ_0069799
chr4:56471441|56473515	hsa_circ_0069800
chr4:5664833|5667376	hsa_circ_0004228
chr4:5664833|5691070	hsa_circ_0069057
chr4:5664833|5696228	hsa_circ_0069058
chr4:5664833|5699374	hsa_circ_0069059
chr4:56724479|56738124	hsa_circ_0126638
chr4:56726576|56744232	hsa_circ_0069807
chr4:56734501|56756552	hsa_circ_0126639
chr4:56744082|56756552	hsa_circ_0003936
chr4:56744082|56758877	hsa_circ_0069808
chr4:56744082|56759946	hsa_circ_0069809
chr4:56744082|56766050	hsa_circ_0126641
chr4:56744082|56768704	hsa_circ_0069810
chr4:56749988|56759946	hsa_circ_0126642
chr4:56749988|56763066	hsa_circ_0126643
chr4:56756388|56763066	hsa_circ_0126644
chr4:56759717|56759946	hsa_circ_0069811
chr4:56759717|56766050	hsa_circ_0126645
chr4:56762882|56766050	hsa_circ_0069812
chr4:56823388|56825932	hsa_circ_0126646
chr4:56825847|56841135	hsa_circ_0126648
chr4:56825847|56851524	hsa_circ_0126649
chr4:56825847|56865811	hsa_circ_0126650
chr4:56830439|56837574	hsa_circ_0126651
chr4:56830439|56847545	hsa_circ_0126652
chr4:56830439|56851524	hsa_circ_0126653
chr4:56830439|56858251	hsa_circ_0126654
chr4:56830439|56865811	hsa_circ_0126655
chr4:56830439|56874548	hsa_circ_0126656
chr4:56830439|56878151	hsa_circ_0069814
chr4:56830439|56890780	hsa_circ_0069815
chr4:56831809|56890780	hsa_circ_0126657
chr4:56840911|56865811	hsa_circ_0126658
chr4:56846308|56851524	hsa_circ_0069816
chr4:56865467|56865811	hsa_circ_0126659
chr4:56865467|56890780	hsa_circ_0126660
chr4:56875900|56885721	hsa_circ_0126661
chr4:56877577|56878151	hsa_circ_0003985
chr4:56877577|56884023	hsa_circ_0126662
chr4:56883813|56884023	hsa_circ_0069818
chr4:56883813|56885721	hsa_circ_0069819
chr4:56883813|56886946	hsa_circ_0126663
chr4:56883813|56890780	hsa_circ_0126664
chr4:56885518|56885721	hsa_circ_0126665
chr4:56885518|56890780	hsa_circ_0069820
chr4:56886841|56890780	hsa_circ_0126666
chr4:56917828|56917936	hsa_circ_0126667
chr4:57044240|57045596	hsa_circ_0126669
chr4:57045449|57045596	hsa_circ_0126670
chr4:57062509|57138658	hsa_circ_0126672
chr4:57070051|57070270	hsa_circ_0126673
chr4:57138486|57138658	hsa_circ_0069821
chr4:57138486|57164515	hsa_circ_0126674
chr4:5720974|5735162	hsa_circ_0069062
chr4:57237616|57248763	hsa_circ_0126677
chr4:57237616|57250507	hsa_circ_0126678
chr4:57244313|57248763	hsa_circ_0126679
chr4:57244313|57250507	hsa_circ_0126680
chr4:57248642|57250507	hsa_circ_0126682
chr4:57269205|57272867	hsa_circ_0126683
chr4:5731033|5743541	hsa_circ_0126684
chr4:5731033|5750033	hsa_circ_0126685
chr4:5731033|5755660	hsa_circ_0069063
chr4:5731033|5758089	hsa_circ_0069064
chr4:57314583|57319927	hsa_circ_0069826
chr4:57318037|57319927	hsa_circ_0069831
chr4:57340219|57340557	hsa_circ_0069837
chr4:57342836|57351030	hsa_circ_0069841
chr4:57344544|57349436	hsa_circ_0126686
chr4:57344544|57351030	hsa_circ_0126687
chr4:57344544|57357734	hsa_circ_0126688
chr4:57344544|57361560	hsa_circ_0069842
chr4:57349304|57351030	hsa_circ_0069843
chr4:57355553|57357734	hsa_circ_0069846
chr4:57467099|57470388	hsa_circ_0126690
chr4:57776795|57786036	hsa_circ_0069848
chr4:57796881|57797238	hsa_circ_0126691
chr4:57830571|57832902	hsa_circ_0126692
chr4:57832785|57834681	hsa_circ_0126693
chr4:57839313|57840188	hsa_circ_0126694
chr4:57844805|57852592	hsa_circ_0126695
chr4:57852519|57861575	hsa_circ_0069853
chr4:5785278|5785491	hsa_circ_0069070
chr4:57856913|57861575	hsa_circ_0126696
chr4:57856913|57873168	hsa_circ_0126697
chr4:57871411|57871885	hsa_circ_0002611
chr4:57871411|57873168	hsa_circ_0126698
chr4:57871411|57887161	hsa_circ_0126699
chr4:57873278|57874956	hsa_circ_0126700
chr4:57876526|57877266	hsa_circ_0126701
chr4:57883208|57883894	hsa_circ_0126702
chr4:57883208|57887161	hsa_circ_0126703
chr4:57888317|57891703	hsa_circ_0126704
chr4:57976053|57976143	hsa_circ_0001416
chr4:5798748|5806568	hsa_circ_0126705
chr4:5837641|5838633	hsa_circ_0126710
chr4:5837641|5858034	hsa_circ_0126712
chr4:5841248|5853196	hsa_circ_0069074
chr4:5857869|5862937	hsa_circ_0069076
chr4:6080665|6083482	hsa_circ_0126724
chr4:6080665|6087356	hsa_circ_0126725
chr4:6114448|6114724	hsa_circ_0126727
chr4:62119068|62121419	hsa_circ_0126730
chr4:62221876|62223294	hsa_circ_0126731
chr4:62362838|62363066	hsa_circ_0069859
chr4:62362838|62383236	hsa_circ_0126737
chr4:62362838|62453158	hsa_circ_0126738
chr4:62383032|62453158	hsa_circ_0126739
chr4:62452944|62542653	hsa_circ_0126742
chr4:62542543|62599272	hsa_circ_0126745
chr4:62800557|62801763	hsa_circ_0126760
chr4:62800557|62813994	hsa_circ_0069863
chr4:62800557|62849321	hsa_circ_0069864
chr4:62800557|62863983	hsa_circ_0126761
chr4:62800557|62910267	hsa_circ_0069865
chr4:62812631|62863983	hsa_circ_0126764
chr4:62845280|62863983	hsa_circ_0126767
chr4:62862008|62910267	hsa_circ_0126776
chr4:6349572|6382821	hsa_circ_0069084
chr4:6374249|6382821	hsa_circ_0126785
chr4:6374249|6388545	hsa_circ_0126786
chr4:6374249|6391679	hsa_circ_0126787
chr4:6374249|6427468	hsa_circ_0126790
chr4:6588722|6590887	hsa_circ_0126794
chr4:6590771|6595077	hsa_circ_0126795
chr4:6596260|6596459	hsa_circ_0069085
chr4:6599924|6602483	hsa_circ_0069086
chr4:6606954|6607056	hsa_circ_0126796
chr4:66186667|66186897	hsa_circ_0126797
chr4:66189825|66286283	hsa_circ_0126799
chr4:66197690|66286283	hsa_circ_0126801
chr4:66213771|66233142	hsa_circ_0126802
chr4:66213771|66286283	hsa_circ_0126804
chr4:66217106|66286283	hsa_circ_0126805
chr4:66230803|66230920	hsa_circ_0126806
chr4:66242715|66286283	hsa_circ_0126807
chr4:66270091|66286283	hsa_circ_0126808
chr4:66270091|66356430	hsa_circ_0126810
chr4:66270091|66361261	hsa_circ_0126811
chr4:66280001|66286283	hsa_circ_0126812
chr4:66280001|66356430	hsa_circ_0126813
chr4:66280001|66361261	hsa_circ_0126814
chr4:66347172|66361261	hsa_circ_0126816
chr4:66356094|66356430	hsa_circ_0126817
chr4:66356094|66361261	hsa_circ_0126818
chr4:66356094|66381587	hsa_circ_0126819
chr4:6642580|6642759	hsa_circ_0126821
chr4:6642832|6643843	hsa_circ_0126823
chr4:66467358|66468022	hsa_circ_0126824
chr4:66467358|66509145	hsa_circ_0126825
chr4:6825911|6826411	hsa_circ_0069096
chr4:6825911|6843931	hsa_circ_0069097
chr4:6825911|6850855	hsa_circ_0126826
chr4:6825911|6860233	hsa_circ_0126827
chr4:68284568|68286776	hsa_circ_0126829
chr4:68284568|68287718	hsa_circ_0126830
chr4:68340605|68380405	hsa_circ_0126831
chr4:68355684|68372652	hsa_circ_0069866
chr4:68355684|68374823	hsa_circ_0126832
chr4:68355684|68380405	hsa_circ_0069867
chr4:68358586|68359419	hsa_circ_0126833
chr4:68383873|68385220	hsa_circ_0069868
chr4:68396532|68405652	hsa_circ_0126834
chr4:6843793|6846913	hsa_circ_0126835
chr4:6843793|6860233	hsa_circ_0126836
chr4:6843793|6873409	hsa_circ_0126837
chr4:68488548|68489971	hsa_circ_0069875
chr4:68488548|68501276	hsa_circ_0126838
chr4:68488548|68504842	hsa_circ_0069876
chr4:68488548|68527973	hsa_circ_0126839
chr4:68490711|68492195	hsa_circ_0069879
chr4:68497425|68504842	hsa_circ_0126840
chr4:68497425|68527973	hsa_circ_0126841
chr4:68499062|68504842	hsa_circ_0126842
chr4:68499062|68527973	hsa_circ_0069885
chr4:68504660|68511734	hsa_circ_0069889
chr4:68504660|68514929	hsa_circ_0126843
chr4:68506868|68510496	hsa_circ_0069891
chr4:68514785|68531010	hsa_circ_0126844
chr4:68514785|68534392	hsa_circ_0069894
chr4:68527906|68547931	hsa_circ_0126845
chr4:68530906|68544251	hsa_circ_0126846
chr4:68539414|68544251	hsa_circ_0069900
chr4:68539414|68562425	hsa_circ_0069901
chr4:68547280|68562425	hsa_circ_0069902
chr4:68586139|68595888	hsa_circ_0126847
chr4:68586248|68586487	hsa_circ_0126848
chr4:6858890|6873409	hsa_circ_0069099
chr4:68594257|68595888	hsa_circ_0126849
chr4:68594257|68597832	hsa_circ_0126850
chr4:68594257|68598063	hsa_circ_0126851
chr4:68594257|68598566	hsa_circ_0126852
chr4:68594257|68601496	hsa_circ_0126853
chr4:68594257|68668137	hsa_circ_0126854
chr4:68611544|68656229	hsa_circ_0126855
chr4:68656165|68668129	hsa_circ_0126857
chr4:68656165|68668137	hsa_circ_0126858
chr4:68656165|68673650	hsa_circ_0126859
chr4:68664356|68668137	hsa_circ_0126861
chr4:68671085|68671260	hsa_circ_0126862
chr4:6925099|6925838	hsa_circ_0001394
chr4:6925099|6969151	hsa_circ_0069101
chr4:6925099|7002978	hsa_circ_0069104
chr4:6925099|7016284	hsa_circ_0069106
chr4:6969030|6969151	hsa_circ_0069107
chr4:6969030|7002978	hsa_circ_0126864
chr4:6995910|6996029	hsa_circ_0069109
chr4:6995910|7000929	hsa_circ_0069110
chr4:6995910|7002978	hsa_circ_0006681
chr4:6995910|7016284	hsa_circ_0008246
chr4:6998051|7006651	hsa_circ_0003201
chr4:6998051|7008453	hsa_circ_0069112
chr4:7000811|7002978	hsa_circ_0069113
chr4:7000811|7006651	hsa_circ_0126865
chr4:7000811|7012508	hsa_circ_0126866
chr4:7000811|7016284	hsa_circ_0126867
chr4:7006570|7008453	hsa_circ_0069115
chr4:7006570|7012508	hsa_circ_0069116
chr4:7006570|7016284	hsa_circ_0069117
chr4:7006570|7026989	hsa_circ_0069118
chr4:7008358|7011675	hsa_circ_0069119
chr4:7008358|7012508	hsa_circ_0002573
chr4:7008358|7016284	hsa_circ_0126868
chr4:7008358|7026989	hsa_circ_0069120
chr4:7049681|7050245	hsa_circ_0126869
chr4:71607343|71634378	hsa_circ_0126872
chr4:71628235|71630293	hsa_circ_0126873
chr4:71628235|71634378	hsa_circ_0002048
chr4:71628235|71650596	hsa_circ_0126874
chr4:71628235|71654690	hsa_circ_0069911
chr4:71628235|71655309	hsa_circ_0069912
chr4:71639227|71640950	hsa_circ_0126875
chr4:71639227|71655309	hsa_circ_0126876
chr4:71654522|71655309	hsa_circ_0069913
chr4:71658588|71658707	hsa_circ_0126879
chr4:71690010|71693753	hsa_circ_0069915
chr4:71691012|71698990	hsa_circ_0126880
chr4:71691840|71698990	hsa_circ_0126881
chr4:71693568|71698990	hsa_circ_0126882
chr4:71697255|71698990	hsa_circ_0126883
chr4:71701874|71702031	hsa_circ_0069918
chr4:71808539|71835741	hsa_circ_0126885
chr4:71816416|71824757	hsa_circ_0126886
chr4:71816416|71841003	hsa_circ_0126887
chr4:71816416|71845008	hsa_circ_0126888
chr4:71824590|71824757	hsa_circ_0126889
chr4:71824590|71835741	hsa_circ_0126890
chr4:71824590|71841003	hsa_circ_0126891
chr4:71824590|71845008	hsa_circ_0069920
chr4:71888083|71889423	hsa_circ_0126892
chr4:71888083|71892472	hsa_circ_0126893
chr4:72102292|72121116	hsa_circ_0069922
chr4:72102292|72263370	hsa_circ_0069923
chr4:72155401|72155763	hsa_circ_0126896
chr4:72205086|72222904	hsa_circ_0008676
chr4:72205086|72263370	hsa_circ_0069924
chr4:72244435|72263370	hsa_circ_0126898
chr4:72306332|72352735	hsa_circ_0126900
chr4:72313362|72352735	hsa_circ_0126901
chr4:72313362|72363409	hsa_circ_0126902
chr4:72319211|72352735	hsa_circ_0126903
chr4:72332160|72338687	hsa_circ_0126904
chr4:72332160|72363409	hsa_circ_0126905
chr4:72338415|72363409	hsa_circ_0126906
chr4:72338415|72400105	hsa_circ_0126907
chr4:72352664|72363409	hsa_circ_0126908
chr4:72352664|72400105	hsa_circ_0126909
chr4:72363217|72400105	hsa_circ_0069925
chr4:72397778|72400105	hsa_circ_0069926
chr4:724418|728816	hsa_circ_0068800
chr4:724418|731310	hsa_circ_0068801
chr4:724418|738476	hsa_circ_0126911
chr4:727460|731310	hsa_circ_0068803
chr4:73161370|73188814	hsa_circ_0126914
chr4:73169633|73188814	hsa_circ_0126915
chr4:73175113|73185192	hsa_circ_0126916
chr4:73175113|73205410	hsa_circ_0126917
chr4:73280531|73307933	hsa_circ_0126918
chr4:737261|738476	hsa_circ_0001385
chr4:73930494|73931130	hsa_circ_0069931
chr4:73942656|73951163	hsa_circ_0069934
chr4:73944358|73944607	hsa_circ_0069936
chr4:73944358|73951163	hsa_circ_0069937
chr4:73944358|73958017	hsa_circ_0006693
chr4:73950965|73951163	hsa_circ_0069939
chr4:73950965|73958017	hsa_circ_0001417
chr4:73950965|73962989	hsa_circ_0007410
chr4:73950965|73968264	hsa_circ_0069940
chr4:73950965|73981633	hsa_circ_0069941
chr4:73950965|73984567	hsa_circ_0069942
chr4:73956383|73958017	hsa_circ_0007883
chr4:73962833|73984567	hsa_circ_0126925
chr4:73979508|73981633	hsa_circ_0069945
chr4:73979508|73991029	hsa_circ_0126926
chr4:73981537|73991029	hsa_circ_0004358
chr4:73981537|74027065	hsa_circ_0069949
chr4:73984404|73984567	hsa_circ_0069950
chr4:73984404|73987476	hsa_circ_0126927
chr4:73984404|73991029	hsa_circ_0004148
chr4:73984404|74000982	hsa_circ_0069951
chr4:73984466|73985981	hsa_circ_0126928
chr4:73985878|73991029	hsa_circ_0002831
chr4:73990629|73991029	hsa_circ_0069952
chr4:74000833|74027065	hsa_circ_0069956
chr4:74000833|74043250	hsa_circ_0069957
chr4:74007457|74043250	hsa_circ_0069959
chr4:74007958|74008102	hsa_circ_0069961
chr4:74010461|74017241	hsa_circ_0069962
chr4:74010461|74021883	hsa_circ_0069963
chr4:74010461|74027065	hsa_circ_0069964
chr4:74021347|74027065	hsa_circ_0126929
chr4:74034645|74043250	hsa_circ_0008578
chr4:74043096|74056791	hsa_circ_0126930
chr4:74043096|74100797	hsa_circ_0126931
chr4:74085305|74105960	hsa_circ_0126933
chr4:74270832|74280884	hsa_circ_0069967
chr4:7491020|7533356	hsa_circ_0126934
chr4:75040198|75091111	hsa_circ_0126935
chr4:75040222|75041120	hsa_circ_0069977
chr4:75040222|75046583	hsa_circ_0069978
chr4:75040222|75047508	hsa_circ_0069979
chr4:75040222|75065663	hsa_circ_0069980
chr4:75040222|75067087	hsa_circ_0069981
chr4:75040222|75073583	hsa_circ_0126936
chr4:75040222|75091111	hsa_circ_0069982
chr4:75040222|75126926	hsa_circ_0126937
chr4:75040222|75131112	hsa_circ_0126938
chr4:75040997|75091111	hsa_circ_0069984
chr4:75065510|75067087	hsa_circ_0069986
chr4:75065510|75091111	hsa_circ_0069987
chr4:75245164|75245251	hsa_circ_0069990
chr4:760039|760178	hsa_circ_0126940
chr4:76415790|76417143	hsa_circ_0126942
chr4:76415790|76419389	hsa_circ_0126943
chr4:76434428|76439505	hsa_circ_0126944
chr4:76446945|76447071	hsa_circ_0126945
chr4:76529000|76530818	hsa_circ_0126948
chr4:7655860|7668940	hsa_circ_0126950
chr4:76570807|76573925	hsa_circ_0126951
chr4:76571521|76582914	hsa_circ_0126952
chr4:76571521|76587233	hsa_circ_0069998
chr4:76572212|76580430	hsa_circ_0069999
chr4:76573822|76581054	hsa_circ_0006977
chr4:76580249|76581054	hsa_circ_0126954
chr4:76580249|76587233	hsa_circ_0070000
chr4:76582107|76587233	hsa_circ_0126955
chr4:76582740|76582914	hsa_circ_0070001
chr4:76582740|76587233	hsa_circ_0126956
chr4:76584026|76587233	hsa_circ_0070003
chr4:76691591|76692290	hsa_circ_0126959
chr4:76691591|76695949	hsa_circ_0004971
chr4:76691591|76711950	hsa_circ_0126960
chr4:76691591|76715054	hsa_circ_0126961
chr4:76695828|76711950	hsa_circ_0006295
chr4:76711302|76711950	hsa_circ_0007096
chr4:76711795|76711950	hsa_circ_0070009
chr4:76720774|76726456	hsa_circ_0070010
chr4:76720774|76733528	hsa_circ_0126962
chr4:76725286|76726456	hsa_circ_0008757
chr4:76727638|76733528	hsa_circ_0070012
chr4:76841061|76846964	hsa_circ_0126963
chr4:76841061|76852457	hsa_circ_0126964
chr4:76846887|76852457	hsa_circ_0070014
chr4:76852366|76857388	hsa_circ_0126965
chr4:76878999|76903190	hsa_circ_0070018
chr4:76881218|76903190	hsa_circ_0070019
chr4:76885287|76886975	hsa_circ_0070021
chr4:76885287|76903190	hsa_circ_0070022
chr4:76888429|76903190	hsa_circ_0070025
chr4:76894469|76903190	hsa_circ_0070026
chr4:76895228|76902623	hsa_circ_0070027
chr4:76898798|76903190	hsa_circ_0070030
chr4:76902524|76903190	hsa_circ_0003534
chr4:77036496|77053872	hsa_circ_0126966
chr4:77038816|77065626	hsa_circ_0070032
chr4:77045801|77053872	hsa_circ_0126967
chr4:77045801|77065626	hsa_circ_0070033
chr4:77051808|77052437	hsa_circ_0070034
chr4:77051808|77053872	hsa_circ_0005071
chr4:77051808|77055515	hsa_circ_0070035
chr4:77051808|77057565	hsa_circ_0008128
chr4:77051808|77065626	hsa_circ_0070036
chr4:77052382|77065626	hsa_circ_0070037
chr4:77055327|77065445	hsa_circ_0070038
chr4:77055327|77065626	hsa_circ_0070039
chr4:77057338|77065626	hsa_circ_0126968
chr4:77065301|77065626	hsa_circ_0070040
chr4:77065542|77065626	hsa_circ_0070042
chr4:77084377|77087454	hsa_circ_0004151
chr4:77091019|77097063	hsa_circ_0126969
chr4:77095296|77102254	hsa_circ_0126970
chr4:77272148|77324433	hsa_circ_0126976
chr4:77300442|77324433	hsa_circ_0126977
chr4:77300442|77333285	hsa_circ_0126978
chr4:77303762|77333285	hsa_circ_0126979
chr4:77317421|77324433	hsa_circ_0126980
chr4:77565973|77567858	hsa_circ_0126984
chr4:7761762|7762029	hsa_circ_0126986
chr4:77631308|77652088	hsa_circ_0070048
chr4:77659913|77663079	hsa_circ_0070049
chr4:77691778|77692051	hsa_circ_0070051
chr4:7770570|7873807	hsa_circ_0069127
chr4:7780488|7857301	hsa_circ_0069130
chr4:7787920|7795553	hsa_circ_0069132
chr4:7787920|7802380	hsa_circ_0069133
chr4:7787920|7811490	hsa_circ_0004890
chr4:7787920|7840430	hsa_circ_0069134
chr4:7787920|7857301	hsa_circ_0069135
chr4:77887220|77895960	hsa_circ_0007515
chr4:77916933|77917692	hsa_circ_0126990
chr4:77916933|77941823	hsa_circ_0004152
chr4:77916933|77952123	hsa_circ_0126991
chr4:77916963|77941823	hsa_circ_0126992
chr4:77917577|77936170	hsa_circ_0070056
chr4:77917577|77940414	hsa_circ_0126993
chr4:77917577|77941823	hsa_circ_0006989
chr4:77917577|77952123	hsa_circ_0070057
chr4:77925175|77925380	hsa_circ_0126996
chr4:77926753|77941823	hsa_circ_0070058
chr4:77926753|77949914	hsa_circ_0070059
chr4:77926753|77952123	hsa_circ_0070060
chr4:77932887|77941823	hsa_circ_0070061
chr4:77940317|77941823	hsa_circ_0070064
chr4:77940317|77952123	hsa_circ_0126998
chr4:7795407|7802380	hsa_circ_0069136
chr4:7795407|7811490	hsa_circ_0069137
chr4:7795407|7830303	hsa_circ_0126999
chr4:7795407|7840430	hsa_circ_0069138
chr4:7795407|7873807	hsa_circ_0069139
chr4:77969601|77987558	hsa_circ_0008414
chr4:77976298|77987554	hsa_circ_0008524
chr4:77976302|77976533	hsa_circ_0070072
chr4:77976302|77979788	hsa_circ_0070073
chr4:77976302|77987558	hsa_circ_0003373
chr4:77977114|77977476	hsa_circ_0070074
chr4:77977114|77987558	hsa_circ_0127000
chr4:77979659|77987558	hsa_circ_0127001
chr4:77987401|77987558	hsa_circ_0127002
chr4:78079685|78082900	hsa_circ_0127003
chr4:78080519|78082900	hsa_circ_0127004
chr4:7811340|7873807	hsa_circ_0069140
chr4:7840250|7845077	hsa_circ_0069144
chr4:7840250|7857301	hsa_circ_0127005
chr4:7840250|7873807	hsa_circ_0069146
chr4:7844865|7845077	hsa_circ_0069147
chr4:7844865|7870446	hsa_circ_0069148
chr4:7844865|7873807	hsa_circ_0069149
chr4:7857192|7857301	hsa_circ_0069150
chr4:7857192|7873807	hsa_circ_0002515
chr4:7857192|7909931	hsa_circ_0127006
chr4:78663294|78666029	hsa_circ_0070084
chr4:78678015|78697546	hsa_circ_0070085
chr4:78694234|78695870	hsa_circ_0070086
chr4:78694234|78697546	hsa_circ_0006168
chr4:78694234|78722453	hsa_circ_0127007
chr4:7870348|7873807	hsa_circ_0069152
chr4:78792897|78815404	hsa_circ_0127008
chr4:78804395|78804654	hsa_circ_0070087
chr4:78804395|78806493	hsa_circ_0127009
chr4:78806409|78815404	hsa_circ_0127010
chr4:79158663|79158771	hsa_circ_0070095
chr4:79158663|79166479	hsa_circ_0070096
chr4:79158663|79173705	hsa_circ_0070097
chr4:79158663|79176529	hsa_circ_0070098
chr4:79158663|79178864	hsa_circ_0127012
chr4:79158663|79188586	hsa_circ_0127013
chr4:79158663|79199898	hsa_circ_0070099
chr4:79158663|79207693	hsa_circ_0070100
chr4:79158663|79258971	hsa_circ_0070101
